J1235-6354     0.256778  1.97e-16    10.000      0.16      439.90    188.990500    -63.908444    301.231     -1.088  *         
J1237-6725     2.110974  2.19e-15    32.000      0.36      176.50    189.357917    -67.426083    301.584     -4.591  *         
J1239+2453     1.382449  9.60e-16    51.100     10.00        9.24    189.918589     24.897025    252.450     86.541  *         
J1239-6832     1.301908  1.19e-14    20.000      0.96       94.30    189.995833    -68.541028    301.879     -5.693  *         
J1243-5735     0.471225  8.00e-17    12.000      0.14      270.60    190.897417    -57.595222    301.876      5.260  *         
J1243-6423     0.388481  4.50e-15     6.600     13.00      297.25    190.821492    -64.389958    302.051     -1.532  *         
J1244-6531     1.546819  7.18e-15    21.000      0.17      388.00    191.159583    -65.520000    302.227     -2.658  *         
J1245-6238     2.283093  1.09e-14    62.000      0.14      336.20    191.338000    -62.648861    302.233      0.215  *         
J1248-6344     0.198335  1.69e-14    12.000      0.12      433.30    192.193167    -63.736000    302.637     -0.866  *         
J1249-6507     0.434445  1.21e-17    11.000      0.10      215.00    192.476333    -65.122167    302.771     -2.251  *         
J1252-6314     0.823339  1.08e-16    20.000      0.66      278.40    193.177583    -63.242417    303.075     -0.371  *         
J1253-5820     0.255496  2.10e-15     4.400      3.50      100.58    193.368092    -58.344692    303.200      4.526  *         
J1254-6150     0.184502  6.24e-16     3.500      0.15       95.00    193.635333    -61.847444    303.298      1.022  *         
J1255-6131     0.657974  4.00e-15     8.600      0.13      206.50    193.978583    -61.519472    303.466      1.348  *         
J1257-1027     0.617308  3.63e-16     6.000      1.20       29.63    194.269873    -10.451602    305.205     52.395  *         
J1259-6741     0.663329  1.21e-15    14.000      1.30       94.70    194.844583    -67.694444    303.688     -4.834  *         
J1300+1240     0.006219  1.14e-19     0.660      2.00       10.17    195.014903     12.682353    311.310     75.414  BT2P      
J1301-6305     0.184528  2.67e-13    28.000      0.46      374.00    195.440667    -63.092750    304.100     -0.244  *         
J1301-6310     0.663830  5.64e-14    11.000      0.11       86.10    195.367917    -63.177917    304.064     -0.328  *         
J1302-6313     0.967846  6.33e-15    93.000      0.18      500.00    195.580000    -63.224722    304.157     -0.379  *         
J1302-6350     0.047763  2.28e-15    23.000      1.70      146.72    195.698511    -63.835740    304.184     -0.992  MSS       
J1303-6305     2.306642  2.18e-15    38.000      0.36      343.00    195.750083    -63.083556    304.240     -0.241  *         
J1305-6203     0.427762  3.21e-14    16.000      0.62      470.00    196.337083    -62.056000    304.561      0.772  *         
J1305-6256     0.478231  2.11e-15    19.000      0.32      967.00    196.366667    -62.944167    304.526     -0.116  *         
J1305-6455     0.571647  4.03e-15    19.000      1.60      505.00    196.348750    -64.923972    304.411     -2.092  *         
J1306-6242     0.981902  5.86e-15    33.000      0.14      480.00    196.685833    -62.700833    304.686      0.119  *         
J1306-6617     0.473026  5.97e-15    23.000      2.50      436.90    196.659125    -66.289389    304.462     -3.463  *         
J1307-6318     4.962427  2.11e-14   505.000      1.40      374.00    196.977917    -63.309722    304.781     -0.497  *         
J1308-5844     0.464700  8.64e-15     5.900      0.21      205.60    197.087833    -58.737167    305.130      4.062  *         
J1309-6415     0.619454  8.79e-15    26.000      0.21      574.00    197.319167    -64.266389    304.867     -1.462  *         
J1309-6526     0.398292  1.84e-17    10.000      0.15      340.00    197.251208    -65.437944    304.758     -2.628  *         
J1311-1228     0.447518  1.51e-16     6.700      0.50       36.21    197.969375    -12.467117    310.723     50.095  *         
J1312-6400     2.437432  6.83e-16    34.000      0.75       93.00    198.029833    -64.015444    305.195     -1.235  *         
J1314-6101     2.948390  1.17e-14    59.000      0.41      309.00    198.597500    -61.021111    305.710      1.727  *         
J1316-6232     0.342825  5.30e-15   119.000      0.74      983.30    199.192917    -62.536722    305.848      0.191  *         
J1317-6302     0.261271  1.02e-16    12.000      0.99      678.10    199.436208    -63.047833    305.908     -0.328  *         
J1319-6056     0.284351  1.53e-15     6.900      1.20      400.94    199.834542    -60.946297    306.314      1.742  *         
J1319-6105     0.421118  1.50e-15    13.000      0.84      442.20    199.859667    -61.090611    306.311      1.597  *         
J1321-5922     1.279058  2.37e-15    26.000      0.19      383.00    200.414833    -59.381139    306.778      3.265  *         
J1322-6241     0.506058  2.59e-15     8.700      0.37      618.80    200.633958    -62.698194    306.489     -0.041  *         
J1322-6329     2.764209  1.11e-14    34.000      0.17      659.00    200.575000    -63.493611    306.367     -0.828  *         
J1324-6146     0.844109  5.58e-15    72.000      0.73      828.00    201.182917    -61.766667    306.859      0.851  *         
J1324-6302     2.483804  9.79e-16    18.000      0.23      497.00    201.056875    -63.039194    306.638     -0.404  *         
J1326-5859     0.477991  3.24e-15     7.600      9.90      287.30    201.742792    -58.991417    307.504      3.565  *         
J1326-6408     0.792670  3.10e-15    11.000      1.40      502.70    201.635833    -64.145556    306.748     -1.534  *         
J1326-6700     0.543009  5.31e-15    42.000     11.00      209.60    201.513333    -67.014167    306.310     -4.370  *         
J1327-6222     0.529913  1.89e-14    11.000     16.00      318.80    201.822500    -62.379056    307.074      0.204  *         
J1327-6301     0.196479  1.53e-15     6.700      3.20      294.91    201.781125    -63.020942    306.966     -0.429  *         
J1327-6400     0.280678  3.12e-14    13.000      0.36      680.90    201.792792    -64.003639    306.836     -1.403  *         
J1328-4357     0.532699  3.01e-15    11.000      2.00       42.00    202.026800    -43.962256    309.874     18.415  *         
J1329-6158     1.565218  3.39e-14    31.000      0.22      514.00    202.263750    -61.983056    307.334      0.567  *         
J1332-3032     0.650434  5.60e-16    34.000      0.30       15.10    203.218686    -30.538137    313.396     31.490  *         
J1334-5839     0.107718  2.16e-17     4.100      0.62      119.30    203.625455    -58.654596    308.520      3.749  *         
J1337-6306     0.207953  3.56e-16    12.000      0.11      777.70    204.334792    -63.106472    308.095     -0.696  *         
J1337-6423     0.009423  2.47e-20     0.730      0.29      259.20    204.382846    -64.384699    307.889     -1.958  ELL1      
J1338-6204     1.238990  1.39e-14    93.000      3.80      640.30    204.538958    -62.071861    308.373      0.305  *         
J1339-6618     0.558179  3.50e-16    26.000      0.23      241.00    204.985833    -66.302167    307.786     -3.889  *         
J1340-6456     0.378622  5.05e-15    14.000      1.10       76.99    205.001333    -64.945250    308.047     -2.557  *         
J1341-6023     0.627285  1.95e-14     9.200      0.63      364.60    205.280708    -60.392972    309.035      1.889  *         
J1341-6220     0.193340  2.53e-13    12.000      1.90      717.30    205.427625    -62.339083    308.730     -0.035  *         
J1342+2822B    0.002389  1.86e-20     0.200      0.01       26.15    205.546196     28.377817     42.220     78.709  ELL1      
J1344-6059     0.540102  4.30e-17    29.000      0.19      435.00    206.165000    -60.991944    309.341      1.216  *         
J1345-6115     1.253085  3.25e-15    27.000      0.59      278.10    206.435125    -61.258500    309.414      0.928  *         
J1347-5947     0.609962  1.42e-14    11.000      0.67      293.40    206.830750    -59.794389    309.914      2.318  *         
J1348-6307     0.927772  3.79e-15    79.000      0.51      597.00    207.176667    -63.117778    309.353     -0.962  *         
J1349-6130     0.259363  5.13e-15     6.200      0.58      284.60    207.402708    -61.504750    309.813      0.587  *         
J1352-6803     0.628903  1.23e-15    28.000      1.10      214.60    208.143542    -68.060306    308.614     -5.866  *         
J1354-6249     2.951938  1.48e-14    57.000      0.24      254.00    208.645833    -62.825000    310.070     -0.832  *         
J1355-5747     2.038674  7.15e-16    29.000      0.36      229.00    208.903958    -57.787500    311.425      4.022  *         
J1355-5925     1.213381  5.99e-15    21.000      0.55      354.80    208.996292    -59.416917    311.069      2.431  *         
J1355-6206     0.276603  3.10e-18    19.000      0.54      547.00    208.838917    -62.105583    310.332     -0.156  *         
J1356-5521     0.507380  7.24e-16    17.000      1.50      174.17    209.210658    -55.353600    312.199      6.337  *         
J1357-6429     0.166108  3.60e-13    15.000      0.44      128.50    209.260125    -64.491722    309.923     -2.514  *         
J1359-6038     0.127501  6.34e-15     3.900      7.60      293.71    209.992583    -60.635556    311.239      1.126  *         
J1401-6357     0.842790  1.67e-14    10.000      6.20       98.00    210.468667    -63.962650    310.568     -2.140  *         
J1403-6310     0.399170  9.00e-17    18.000      0.65      305.00    210.808333    -63.174167    310.928     -1.423  *         
J1405-5641     0.617575  1.20e-15    13.000      0.10      273.00    211.301708    -56.690056    312.971      4.737  *         
J1406-5806     0.288349  6.11e-16    49.000      0.84      229.00    211.505000    -58.108889    312.673      3.345  *         
J1406-6121     0.213075  5.47e-14    16.000      0.36      542.30    211.708500    -61.357750    311.841      0.203  *         
J1407-6048     0.492344  3.16e-15    21.000      0.20      575.20    211.994333    -60.816333    312.130      0.681  *         
J1407-6153     0.701615  8.85e-15    57.000      0.36      645.00    211.985417    -61.899722    311.810     -0.354  *         
J1412-6111     0.529156  1.91e-15    12.000      0.44      311.80    213.248417    -61.191806    312.597      0.140  *         
J1412-6145     0.315225  9.87e-14    12.000      0.47      514.70    213.032042    -61.758000    312.324     -0.366  *         
J1413-6141     0.285625  3.33e-13    37.000      0.61      677.00    213.291125    -61.686944    312.462     -0.337  *         
J1413-6222     0.292408  2.23e-15    23.000      0.96      808.10    213.272792    -62.374389    312.241     -0.988  *         
J1413-6307     0.394946  7.43e-15     4.100      0.90      121.98    213.380483    -63.126514    312.053     -1.718  *         
J1415-6621     0.392479  5.80e-16     8.900      0.71      260.17    213.880292    -66.353389    311.234     -4.846  *         
J1416-6037     0.295580  4.28e-15    13.000      0.70      289.20    214.127458    -60.633194    313.179      0.535  *         
J1418-3921     1.096806  8.89e-16    25.000      1.40       60.49    214.709513    -39.355142    320.820     20.461  *         
J1418-5945     1.672596  2.71e-16    64.000      0.18      369.00    214.634583    -59.750000    313.706      1.287  *         
J1420-5625     0.034117  6.75e-20     1.300      0.13       64.56    215.012758    -56.431944    315.002      4.349  BT        
J1420-6048     0.068180  8.32e-14     9.300      0.90      358.80    215.034321    -60.804564    313.541      0.227  *         
J1424-5556     0.770375  7.80e-16    22.000      0.38      198.70    216.053167    -55.937194    315.718      4.614  *         
J1424-5822     0.366734  3.94e-15    12.000      1.10      323.90    216.133792    -58.382222    314.897      2.310  *         
J1424-6438     1.023504  2.40e-16    68.000      0.24      248.00    216.246667    -64.636111    312.741     -3.561  *         
J1425-5723     0.353263  2.20e-17     7.100      0.24       43.40    216.402333    -57.391889    315.382      3.186  *         
J1425-5759     0.707868  7.42e-16     9.600      0.09      325.00    216.496292    -57.986167    315.217      2.613  *         
J1425-6210     0.501730  4.78e-16    11.000      0.19      430.10    216.282083    -62.168028    313.630     -1.258  *         
J1428-5530     0.570290  2.08e-15    14.000      3.90       82.40    217.109571    -55.513944    316.427      4.796  *         
J1429-5935     0.763915  4.28e-14    14.000      0.11      456.70    217.357917    -59.599694    315.046      0.947  *         
J1430-6623     0.785441  2.77e-15    18.000      8.00       65.30    217.670300    -66.384733    312.653     -5.404  *         
J1431-5740     0.004111  6.42e-21     0.176      0.35      131.46    217.764564    -57.669908    315.962      2.660  BT        
J1433-6038     1.954430  5.63e-15    35.000      0.23      409.00    218.304917    -60.642972    315.092     -0.197  *         
J1434-6006     0.306368  3.02e-15     5.500      0.24      332.00    218.522083    -60.108056    315.396      0.256  *         
J1434-6029     0.963348  1.03e-15    19.000      0.14      282.00    218.662917    -60.496944    315.310     -0.130  *         
J1435-5954     0.472995  1.54e-15    19.000      3.60       44.26    218.751500    -59.913667    315.577      0.391  *         
J1435-6100     0.009348  2.45e-20     1.100      0.25      113.70    218.834485    -61.016099    315.186     -0.641  ELL1      
J1437-5959     0.061696  8.59e-15     7.000      0.07      549.60    219.257958    -59.983722    315.783      0.227  *         
J1437-6146     0.467616  6.33e-15    17.000      0.24      200.50    219.313792    -61.767222    315.101     -1.422  *         
J1440-6344     0.459605  1.12e-15     9.700      0.78      124.20    220.130446    -63.746556    314.646     -3.384  *         
J1441-6137     1.175840  3.60e-16    18.000      0.15      166.00    220.434583    -61.623333    315.646     -1.505  *         
J1444-5941     2.760228  8.23e-15    47.000      0.42      177.10    221.193750    -59.688611    316.791      0.098  *         
J1446-4701     0.002195  9.81e-21     0.100      0.40       55.83    221.648808    -47.024102    322.500     11.425  ELL1      
J1449-5846     0.463330  8.60e-17    15.000      0.28      216.60    222.355958    -58.777889    317.720      0.664  *         
J1452-5851     0.386625  5.07e-14    11.000      0.24      262.40    223.219083    -58.853694    318.087      0.398  *         
J1452-6036     0.154991  1.45e-15     4.200      1.40      349.70    223.216242    -60.608708    317.296     -1.169  *         
J1453-6413     0.179485  2.75e-15     4.400     14.00       71.07    223.386404    -64.220997    315.733     -4.427  *         
J1454-5846     0.045249  8.17e-19     2.900      0.24      115.95    223.545450    -58.776317    318.272      0.391  BT        
J1455-3330     0.007987  2.43e-20     0.800      1.20       13.57    223.949843    -33.512878    330.722     22.562  ELL1      
J1456-6843     0.263377  9.83e-17    12.500     80.00        8.60    224.000658    -68.727569    313.869     -8.543  *         
J1457-5900     1.498637  3.66e-15    62.000      0.24      175.00    224.412500    -59.014167    318.561     -0.027  *         
J1457-5902     0.390739  1.23e-14     8.400      0.26      477.20    224.382917    -59.034444    318.538     -0.037  *         
J1501-5637     0.782949  1.70e-16    25.000      0.21      258.00    225.462500    -56.630000    320.181      1.810  *         
J1502-5653     0.535504  1.83e-15     7.200      0.39      194.00    225.739121    -56.894225    320.186      1.505  *         
J1502-5828     0.668105  3.64e-14    22.000      0.50      584.00    225.682500    -58.478333    319.395      0.133  *         
J1502-6128     0.842104  1.35e-15    29.000      0.56      256.50    225.624333    -61.480639    317.921     -2.483  *         
J1502-6752     0.026744  3.15e-19     2.970      0.69      151.20    225.577562    -67.871322    314.799     -8.067  ELL1      
J1504-5621     0.412985  5.53e-15    11.000      0.24      143.00    226.204750    -56.358889    320.671      1.849  *         
J1509-5850     0.088922  9.17e-15     4.700      0.15      140.60    227.363042    -58.848917    319.972     -0.621  *         
J1509-6015     0.339038  2.12e-15    13.000      0.17      423.60    227.281250    -60.255167    319.228     -1.815  *         
J1511-5414     0.200384  4.85e-16     5.900      0.75       84.76    227.963783    -54.244528    322.598      3.177  *         
J1511-5835     0.301511  3.44e-16    16.000      0.50      332.00    227.779167    -58.591111    320.289     -0.508  *         
J1512-5431     2.040532  1.92e-15   110.000      0.38      219.00    228.023750    -54.521944    322.486      2.920  *         
J1512-5759     0.128694  6.85e-15     7.800      6.00      628.70    228.179275    -57.999944    320.772     -0.108  *         
J1513-5739     0.973458  2.75e-14    21.000      0.77      469.70    228.495792    -57.650389    321.097      0.104  *         
J1513-5908     0.151251  1.53e-12    16.000      0.94      252.50    228.481750    -59.135833    320.321     -1.162  *         
J1514-5925     0.148796  2.88e-15     4.800      0.27      194.10    228.746250    -59.428694    320.284     -1.482  *         
J1515-5720     0.286646  6.10e-15    31.000      0.20      482.00    228.788750    -57.346944    321.390      0.282  *         
J1518+0204A    0.005554  4.12e-20     0.370      0.12       30.08    229.638823      2.090986      3.870     46.802  *         
J1518+0204B    0.007947  -3.33e-21     1.600      0.03       29.47    229.631075      2.087631      3.859     46.806  BT        
J1518-5415     0.214925  4.06e-17     4.000      0.08      167.20    229.556250    -54.262500    323.383      2.675  *         
J1519-5734     0.518758  4.27e-15    42.000      0.45      664.00    229.948292    -57.570444    321.800     -0.238  *         
J1519-6106     2.154307  8.37e-15    25.000      0.19      221.00    229.899208    -61.115167    319.876     -3.216  *         
J1519-6308     1.254052  5.96e-15    22.000      0.32      250.00    229.789833    -63.138750    318.743     -4.896  *         
J1522-5525     1.389605  3.30e-15    10.000      0.25       79.00    230.527917    -55.421528    323.231      1.397  *         
J1522-5829     0.395353  2.00e-15    14.000      4.30      199.90    230.676125    -58.484083    321.630     -1.215  *         
J1524-5625     0.078219  3.90e-14    12.000      0.83      152.70    231.207750    -56.423167    323.000      0.351  *         
J1524-5706     1.116049  3.56e-13    22.000      0.41      833.00    231.089292    -57.109722    322.568     -0.186  *         
J1524-5819     0.961043  1.26e-13    13.000      0.09      406.60    231.102708    -58.320583    321.907     -1.201  *         
J1525-5417     1.011694  1.62e-14    15.000      0.18      235.00    231.368125    -54.288889    324.258      2.078  *         
J1525-5545     0.011360  1.31e-19     0.540      0.33      126.93    231.367225    -55.763845    323.439      0.851  ELL1      
J1525-5605     0.280349  1.16e-16    25.000      0.25      338.00    231.422708    -56.086944    323.286      0.565  *         
J1526-5633     0.301888  1.23e-16    13.000      0.11      329.00    231.671667    -56.561944    323.136      0.093  *         
J1527-5552     1.048705  1.13e-14    17.000      0.84      362.70    231.920417    -55.868611    323.639      0.590  *         
J1528-3146     0.060822  2.49e-19     0.590      1.10       18.16    232.145643    -31.768566    337.939     20.217  DD        
J1529-3828     0.008486  2.70e-20     1.230      0.16       73.62    232.312944    -38.479403    333.886     14.728  DD        
J1529-5355     0.891265  8.10e-16    56.000      0.37      292.00    232.490000    -53.926667    325.006      2.009  *         
J1529-5611     0.822249  4.10e-15    42.000      0.14      149.00    232.399167    -56.191389    323.678      0.173  *         
J1530-5327     0.278957  4.68e-15    14.000      0.59       49.60    232.611958    -53.465639    325.328      2.347  *         
J1531-5610     0.084202  1.37e-14     5.800      0.60      110.90    232.866292    -56.181944    323.897      0.033  *         
J1532+2745     1.124836  7.80e-16    25.700      0.80       14.70    233.043185     27.763721     43.481     54.495  *         
J1532-5308     0.443825  6.50e-17    26.000      0.25      181.00    233.147917    -53.135000    325.780      2.434  *         
J1534-5334     1.368881  1.43e-15    17.000      6.80       24.82    233.534875    -53.572028    325.716      1.944  *         
J1534-5405     0.289689  1.54e-15     6.100      1.20      190.82    233.639958    -54.094361    325.463      1.483  *         
J1535-5450     0.566734  1.43e-14     9.400      0.17      219.80    233.992750    -54.840556    325.194      0.757  *         
J1535-5848     0.307178  2.72e-15     5.800      0.35      107.00    233.819833    -58.807694    322.797     -2.406  *         
J1536-5433     0.881438  1.91e-15    36.000      1.30      147.50    234.020083    -54.554167    325.374      0.980  *         
J1536-5907     0.557841  1.37e-15    13.000      0.22      316.00    234.073833    -59.117667    322.722     -2.734  *         
J1537+1155     0.037904  2.42e-18     0.310      0.60       11.61    234.291501     11.932098     19.848     48.341  DD        
J1537-4912     0.301311  1.93e-15    22.000      0.31       69.70    234.367500    -49.200833    328.705      5.181  *         
J1537-5153     1.528124  4.17e-15    23.000      0.07       93.00    234.315542    -51.885000    327.088      3.035  *         
J1537-5645     0.430464  2.78e-15    67.000      1.00      707.00    234.462500    -56.751111    324.283     -0.943  *         
J1538-5438     0.276726  1.42e-15    11.000      0.24      136.90    234.703958    -54.638056    325.645      0.679  *         
J1538-5519     0.395731  4.10e-17    86.000      0.42      611.00    234.670125    -55.329444    325.219      0.134  *         
J1538-5551     0.104675  3.21e-15    11.000      0.25      603.00    234.687625    -55.860250    324.912     -0.299  *         
J1538-5638     0.843980  7.12e-15    46.000      0.28      546.00    234.523750    -56.636667    324.378     -0.871  *         
J1538-5750     0.506568  4.20e-17     4.700      0.06       91.00    234.535042    -57.838083    323.672     -1.843  *         
J1539-4828     1.272842  1.27e-15    50.900      0.20      117.00    234.920167    -48.482500    329.428      5.541  *         
J1539-5521     1.004958  7.28e-16    23.000      0.14      380.00    234.783208    -55.353111    325.256      0.077  *         
J1539-5626     0.243392  4.85e-15     8.800      4.60      175.88    234.808167    -56.440389    324.621     -0.806  *         
J1540-5736     0.612916  4.21e-16    14.000      0.24      304.50    235.245917    -57.615833    324.109     -1.891  *         
J1541-5535     0.295838  7.50e-14    14.000      0.22      428.00    235.456667    -55.583611    325.424     -0.337  *         
J1542-5034     0.599245  3.97e-15     7.300      0.55       91.00    235.689463    -50.567056    328.568      3.577  *         
J1542-5133     1.783865  5.89e-16    35.000      0.27      186.00    235.583042    -51.559722    327.913      2.827  *         
J1542-5303     1.207568  7.78e-14    54.000      0.35      265.70    235.727125    -53.061389    327.073      1.578  *         
J1543-0620     0.709064  8.80e-16     8.100      2.00       18.40    235.875658     -6.345903      0.566     36.608  *         
J1543+0929     0.748448  4.32e-16    46.200      5.90       35.24    235.911771      9.487872     17.811     45.775  *         
J1543-5013     0.644255  1.01e-14    15.000      0.17      211.00    235.992708    -50.232778    328.925      3.725  *         
J1543-5149     0.002057  1.62e-20     0.270      0.55       50.93    235.933958    -51.831857    327.921      2.479  ELL1      
J1543-5459     0.377119  5.20e-14    15.000      0.62      345.70    235.984375    -54.987139    326.024     -0.044  *         
J1544-5308     0.178554  6.07e-17     4.600      3.60       35.16    236.249350    -53.146250    327.271      1.320  *         
J1545-4550     0.003575  5.25e-20     0.128      0.75       68.39    236.483108    -45.843758    331.892      6.988  BT        
J1546-5302     0.580840  1.18e-14     8.800      0.32      287.00    236.530833    -53.039722    327.470      1.301  *         
J1547-5750     0.647198  2.56e-17    39.000      0.23      148.00    236.877500    -57.841500    324.663     -2.601  *         
J1547-5839     0.242190  5.94e-16    13.000      0.41      222.30    236.895792    -58.652722    324.167     -3.243  *         
J1548-4821     0.145655  8.00e-19    12.000      0.51      126.00    237.096917    -48.363806    330.649      4.753  *         
J1548-4927     0.602738  4.05e-15    12.000      0.69      141.20    237.081125    -49.461222    329.956      3.900  *         
J1548-5607     0.170934  1.07e-14     7.500      1.00      315.50    237.183458    -56.126083    325.858     -1.359  *         
J1549-4848     0.288347  1.41e-14     6.100      0.47       55.98    237.338142    -48.810400    330.494      4.304  *         
J1549-5722     0.497772  4.70e-17    13.000      0.10      102.00    237.449583    -57.367222    325.198     -2.420  *         
J1550-5242     0.749659  1.78e-14    11.000      0.32      337.70    237.512292    -52.701944    328.144      1.198  *         
J1550-5317     1.421124  9.35e-16    85.000      0.40      600.00    237.520000    -53.289167    327.780      0.737  *         
J1551-5310     0.453394  1.95e-13    62.000      0.54      493.00    237.921875    -53.183222    328.034      0.669  *         
J1553-5456     1.081328  1.57e-14    22.000      0.79      210.00    238.498333    -54.935000    327.186     -0.901  *         
J1554-5512     3.418039  3.12e-14    63.000      0.11      450.00    238.668750    -55.209167    327.087     -1.175  *         
J1555-2341     0.532578  6.94e-16    10.800      0.90       51.90    238.888268    -23.686075    348.441     22.500  *         
J1555-3134     0.518110  6.22e-17    27.000      1.40       73.05    238.824800    -31.572250    342.699     16.757  *         
J1556-5358     0.994681  1.04e-14    29.000      0.53      436.00    239.214583    -53.981944    328.117     -0.436  *         
J1557-4258     0.329187  3.30e-16     9.000      5.10      144.50    239.251075    -42.970183    335.273      7.952  *         
J1558-5419     0.594575  6.04e-15    22.000      0.40      657.00    239.672708    -54.323889    328.100     -0.870  *         
J1558-5756     1.122342  1.86e-13     9.500      0.19      127.80    239.627208    -57.940583    325.731     -3.604  *         
J1559-4438     0.257056  1.02e-15     6.000     40.00       56.10    239.923026    -44.646084    334.540      6.367  *         
J1559-5545     0.957242  2.05e-14     9.000      0.72      212.90    239.838750    -55.761111    327.238     -2.024  *         
J1600-3053     0.003598  9.50e-21     0.094      2.50       52.33    240.216266    -30.897039    344.090     16.451  T2        
J1600-5044     0.192601  5.06e-15     5.400     17.00      260.56    240.220962    -50.739156    330.690      1.631  *         
J1600-5751     0.194454  2.13e-15    11.000      1.40      176.55    240.083042    -57.854083    325.971     -3.697  *         
J1600-5916     1.247666  8.87e-16   130.000      0.33      177.00    240.145833    -59.283056    325.057     -4.798  *         
J1601-5244     2.559357  7.21e-16    62.000      0.13      273.00    240.363750    -52.735833    329.448      0.065  *         
J1601-5335     0.288457  6.24e-14     7.400      0.22      194.60    240.478792    -53.595333    328.935     -0.628  *         
J1602-4957     0.819990  1.59e-14    29.000      0.17      319.00    240.575833    -49.958889    331.374      2.070  *         
J1602-5100     0.864227  6.96e-14     7.900      5.70      170.93    240.578333    -51.000556    330.688      1.286  *         
J1603-2712     0.778313  3.01e-15    20.000      1.70       46.20    240.783597    -27.224337    347.126     18.767  *         
J1603-5657     0.496077  2.79e-15     4.700      0.53      264.07    240.881083    -56.962275    326.884     -3.309  *         
J1603-7202     0.014842  1.56e-20     1.206      3.10       38.05    240.898666    -72.042416    316.630    -14.496  T2        
J1604-4718     0.527466  4.96e-15    11.000      0.22       52.00    241.122542    -47.313306    333.399      3.814  *         
J1604-4909     0.327418  1.02e-15     4.400      5.50      140.80    241.095829    -49.166206    332.152      2.442  *         
J1605-5215     1.013609  4.75e-15    26.000      0.22      532.00    241.329167    -52.263333    330.201      0.031  *         
J1605-5257     0.658013  2.56e-16    59.000     13.00       35.10    241.317917    -52.959444    329.732     -0.484  *         
J1607-0032     0.421816  3.06e-16    12.500      5.00       10.68    241.800431     -0.544675     10.715     35.466  *         
J1607-5140     0.342723  2.54e-15    20.000      0.26      533.00    241.955417    -51.671111    330.884      0.213  *         
J1609-4616     0.249609  5.01e-16     5.600      0.38      150.10    242.421375    -46.272917    334.760      3.986  *         
J1609-5158     1.279402  1.30e-14   100.000      0.27     1069.00    242.361250    -51.971667    330.867     -0.179  *         
J1610-5006     0.481119  1.36e-14    42.000      1.60      416.00    242.684583    -50.111722    332.278      1.050  *         
J1610-5303     0.786468  2.62e-15    44.000      0.76      380.10    242.553417    -53.063611    330.212     -1.061  *         
J1611-4811     1.296850  1.95e-15    33.000      0.08      221.00    242.761250    -48.194167    333.621      2.421  *         
J1611-4949     0.666438  5.42e-16    18.000      0.58      556.80    242.944292    -49.832556    332.590      1.140  *         
J1611-5209     0.182492  5.17e-15     2.200      1.20      127.57    242.763333    -52.156556    330.923     -0.482  *         
J1611-5847     0.354550  2.01e-18     2.800      0.11       79.90    242.963804    -58.795092    326.465     -5.409  *         
J1612-5136     0.483311  3.78e-15   125.000      0.20     1173.00    243.002500    -51.615000    331.400     -0.187  *         
J1613-4714     0.382376  6.32e-16     9.700      1.50      161.20    243.370958    -47.240500    334.573      2.835  *         
J1613-5211     0.457502  1.92e-14    14.000      0.29      360.10    243.426917    -52.189167    331.197     -0.784  *         
J1613-5234     0.655221  6.63e-15    31.000      0.28      624.00    243.489542    -52.571389    330.962     -1.088  *         
J1614+0737     1.206801  2.36e-15    11.900      0.60       21.39    243.670444      7.625283     20.633     38.163  *         
J1614-5048     0.231694  4.95e-13    11.000      2.40      582.80    243.547042    -50.800972    332.206      0.172  *         
J1614-5144     1.534008  7.44e-15    68.000      0.16      748.00    243.690417    -51.746944    331.619     -0.576  *         
J1614-5402     0.572592  2.90e-17    14.000      0.25      300.00    243.709917    -54.046389    330.040     -2.247  *         
J1615-5444     0.360958  3.38e-16     6.500      0.59      312.60    243.754962    -54.742333    329.578     -2.768  *         
J1615-5537     0.791526  2.00e-15    16.000      0.44      124.48    243.918458    -55.616806    329.039     -3.464  *         
J1616-5109     1.219594  1.91e-14   220.000      1.20     1160.00    244.128750    -51.154722    332.226     -0.337  *         
J1616-5208     1.025831  2.89e-14    43.000      0.44      488.00    244.097500    -52.146667    331.524     -1.038  *         
J1617-4216     3.428466  1.81e-14    38.000      0.28      163.60    244.347417    -42.283056    338.524      5.924  *         
J1617-4608     0.567080  1.65e-14     7.700      0.15      321.50    244.396271    -46.143472    335.842      3.139  *         
J1618-4723     0.203553  1.99e-15    11.000      1.00      134.70    244.528333    -47.388639    335.037      2.184  *         
J1620-5414     1.156360  6.74e-17    26.000      0.13       71.00    245.060167    -54.247694    330.467     -2.943  *         
J1621-5039     1.084020  1.30e-14    20.000      0.36      261.00    245.269625    -50.663500    333.084     -0.490  *         
J1621-5243     0.371924  7.68e-16    17.000      0.27      363.00    245.482500    -52.728889    331.718     -2.045  *         
J1622-4332     0.916938  1.56e-15    32.000      0.53      230.68    245.689450    -43.541167    338.332      4.339  *         
J1622-4347     0.457681  5.05e-15     9.800      0.18      177.00    245.625250    -43.789278    338.122      4.198  *         
J1622-4802     0.265072  3.07e-16    17.000      0.92      364.30    245.696625    -48.036972    335.139      1.170  *         
J1622-4944     1.072968  1.71e-14    34.000      0.52      755.00    245.656250    -49.741667    333.911     -0.013  *         
J1622-6617     0.023623  5.88e-20     0.780      0.60       88.02    245.515284    -66.288049    321.978    -11.560  ELL1      
