# the array has a shape of (71, 53)  power values in Kelvin for (elevations,frequency)
2.027075195312500000e+01 1.793467330932617188e+01 1.840054321289062500e+01 2.701645851135253906e+01 2.441909980773925781e+01 1.820396232604980469e+01 1.949756813049316406e+01 2.055682945251464844e+01 2.107116127014160156e+01 2.091012382507324219e+01 1.925443649291992188e+01 1.899814414978027344e+01 1.880655860900878906e+01 1.840876197814941406e+01 1.804641342163085938e+01 1.778959274291992188e+01 1.751592636108398438e+01 1.747010993957519531e+01 1.743413543701171875e+01 1.742433547973632812e+01 1.728857231140136719e+01 1.720747375488281250e+01 1.704633903503417969e+01 1.679030799865722656e+01 1.645425796508789062e+01 1.609467124938964844e+01 1.597724437713623047e+01 1.792743873596191406e+01 2.972644233703613281e+01 1.630577468872070312e+01 1.627421569824218750e+01 1.660306358337402344e+01 1.682812309265136719e+01 2.086280250549316406e+01 3.237170791625976562e+01 3.008831596374511719e+01 1.923387527465820312e+01 1.663967323303222656e+01 1.887839698791503906e+01 1.731110954284667969e+01 1.899016189575195312e+01 1.701529502868652344e+01 1.613906478881835938e+01 1.668703460693359375e+01 1.630209732055664062e+01 1.624615097045898438e+01 1.614784431457519531e+01 1.687680625915527344e+01 2.579197120666503906e+01 3.266065216064453125e+01 2.693686485290527344e+01 2.801707649230957031e+01 2.924539375305175781e+01
3.744460296630859375e+01 2.319643974304199219e+01 1.825263977050781250e+01 1.905644798278808594e+01 1.998866271972656250e+01 1.798082733154296875e+01 2.252670860290527344e+01 2.472384834289550781e+01 2.412011528015136719e+01 2.202251434326171875e+01 1.893118667602539062e+01 1.872368240356445312e+01 1.849704360961914062e+01 1.819535827636718750e+01 1.781475830078125000e+01 1.754298591613769531e+01 1.727746391296386719e+01 1.720615959167480469e+01 1.714492988586425781e+01 1.715999221801757812e+01 1.702321434020996094e+01 1.696965026855468750e+01 1.680113410949707031e+01 1.656883239746093750e+01 1.630542945861816406e+01 1.594291782379150391e+01 1.580017089843750000e+01 1.853814888000488281e+01 3.341209793090820312e+01 1.623154067993164062e+01 1.610659599304199219e+01 1.641318321228027344e+01 1.663937377929687500e+01 2.085484313964843750e+01 3.275425338745117188e+01 2.823526954650878906e+01 5.151752090454101562e+01 1.949657440185546875e+01 4.462102127075195312e+01 3.706689834594726562e+01 1.988630867004394531e+01 1.674810600280761719e+01 1.602713584899902344e+01 1.666021537780761719e+01 1.614803695678710938e+01 1.605381965637207031e+01 1.597408103942871094e+01 1.671441459655761719e+01 2.571981620788574219e+01 3.265803146362304688e+01 2.678911590576171875e+01 2.785437774658203125e+01 2.907400703430175781e+01
6.904838562011718750e+01 3.622217178344726562e+01 1.998894691467285156e+01 2.163193893432617188e+01 2.169296073913574219e+01 1.908492469787597656e+01 6.784580230712890625e+01 9.715917968750000000e+01 1.215932312011718750e+02 9.462339019775390625e+01 2.074859619140625000e+01 1.944799613952636719e+01 1.851189804077148438e+01 1.819390296936035156e+01 1.779883193969726562e+01 1.751068305969238281e+01 1.717194175720214844e+01 1.705196762084960938e+01 1.697718429565429688e+01 1.700243949890136719e+01 1.690350914001464844e+01 1.686420631408691406e+01 1.674585723876953125e+01 1.654817199707031250e+01 1.628817367553710938e+01 1.599423789978027344e+01 1.586373138427734375e+01 1.944321823120117188e+01 4.020086288452148438e+01 1.641749954223632812e+01 1.611740493774414062e+01 1.639049339294433594e+01 1.658432388305664062e+01 2.028181076049804688e+01 3.156049346923828125e+01 2.843871879577636719e+01 8.585634613037109375e+01 2.714178276062011719e+01 8.203730773925781250e+01 7.290363311767578125e+01 2.377733039855957031e+01 1.788103675842285156e+01 1.621450424194335938e+01 1.905527114868164062e+01 1.609184074401855469e+01 1.601174736022949219e+01 1.593607997894287109e+01 1.669561195373535156e+01 2.581658172607421875e+01 3.279780578613281250e+01 2.693502426147460938e+01 2.788101768493652344e+01 2.910251235961914062e+01
1.163793334960937500e+02 7.698888397216796875e+01 4.428453445434570312e+01 6.439593505859375000e+01 4.462575912475585938e+01 3.333708190917968750e+01 1.103470993041992188e+02 4.444750976562500000e+02 7.057734985351562500e+02 9.230154418945312500e+01 3.273107910156250000e+01 2.445546913146972656e+01 1.908797645568847656e+01 1.868089103698730469e+01 1.815818977355957031e+01 1.780515861511230469e+01 1.740561866760253906e+01 1.717526054382324219e+01 1.700567817687988281e+01 1.701468849182128906e+01 1.691282272338867188e+01 1.701587486267089844e+01 1.690784263610839844e+01 1.667652320861816406e+01 1.656139945983886719e+01 1.645459747314453125e+01 1.641674804687500000e+01 2.232830047607421875e+01 5.727851867675781250e+01 1.689082145690917969e+01 1.643029785156250000e+01 1.661314392089843750e+01 1.676794624328613281e+01 1.924023628234863281e+01 3.144738578796386719e+01 3.189676475524902344e+01 5.619409179687500000e+01 3.209011840820312500e+01 5.497041702270507812e+01 5.352674484252929688e+01 2.657378959655761719e+01 1.642433357238769531e+01 1.827908897399902344e+01 1.730183410644531250e+01 1.623178672790527344e+01 1.621243095397949219e+01 1.622733879089355469e+01 1.709450721740722656e+01 2.648784065246582031e+01 3.354014205932617188e+01 2.742387390136718750e+01 2.852346611022949219e+01 2.968135643005371094e+01
1.580557708740234375e+02 5.062548828125000000e+01 2.049721145629882812e+01 2.369425964355468750e+01 2.160110664367675781e+01 1.950586509704589844e+01 1.018659057617187500e+02 1.540051269531250000e+02 1.784747161865234375e+02 7.528707885742187500e+01 2.187238121032714844e+01 1.966168594360351562e+01 1.815279960632324219e+01 1.779973602294921875e+01 1.741450691223144531e+01 1.719157981872558594e+01 1.686967277526855469e+01 1.670742797851562500e+01 1.657747459411621094e+01 1.657423782348632812e+01 1.650800323486328125e+01 1.651118659973144531e+01 1.638057899475097656e+01 1.617863273620605469e+01 1.599929904937744141e+01 1.572906208038330078e+01 1.560538864135742188e+01 2.174181175231933594e+01 5.580407333374023438e+01 1.628759765625000000e+01 1.568396854400634766e+01 1.586656188964843750e+01 1.605730438232421875e+01 2.003278541564941406e+01 2.656094551086425781e+01 3.027113533020019531e+01 3.151484107971191406e+01 2.153668785095214844e+01 2.913294219970703125e+01 2.925056648254394531e+01 2.153433227539062500e+01 2.003230857849121094e+01 1.711154747009277344e+01 1.609145736694335938e+01 1.564383029937744141e+01 1.554766845703125000e+01 1.547330760955810547e+01 1.624191093444824219e+01 2.520514106750488281e+01 3.190590095520019531e+01 2.609270668029785156e+01 2.710366249084472656e+01 2.835564994812011719e+01
3.536891937255859375e+01 2.251172637939453125e+01 1.787073707580566406e+01 1.817876243591308594e+01 1.938491249084472656e+01 1.786326217651367188e+01 3.947405624389648438e+01 4.384847259521484375e+01 4.306403732299804688e+01 3.561706161499023438e+01 1.891148757934570312e+01 1.832638359069824219e+01 1.790377998352050781e+01 1.762323951721191406e+01 1.735343551635742188e+01 1.704372596740722656e+01 1.676613235473632812e+01 1.672683906555175781e+01 1.662008857727050781e+01 1.666789627075195312e+01 1.652059173583984375e+01 1.645473480224609375e+01 1.624394607543945312e+01 1.598530387878417969e+01 1.573437213897705078e+01 1.537381267547607422e+01 1.527129840850830078e+01 2.365960693359375000e+01 6.794277954101562500e+01 1.613431549072265625e+01 1.546070671081542969e+01 1.570967292785644531e+01 1.587629127502441406e+01 2.217542839050292969e+01 2.457742881774902344e+01 2.650366401672363281e+01 1.594998168945312500e+01 1.557880210876464844e+01 1.697860908508300781e+01 1.684267997741699219e+01 1.747264862060546875e+01 1.604496765136718750e+01 1.583054542541503906e+01 1.558143711090087891e+01 1.545809364318847656e+01 1.537416934967041016e+01 1.531060791015625000e+01 1.606283187866210938e+01 2.489724349975585938e+01 3.145799255371093750e+01 2.569298171997070312e+01 2.678991889953613281e+01 2.802601242065429688e+01
2.283151626586914062e+01 1.845114135742187500e+01 1.746688270568847656e+01 1.733374214172363281e+01 1.883618354797363281e+01 1.749551010131835938e+01 2.496720886230468750e+01 3.075124931335449219e+01 3.288671875000000000e+01 2.703348731994628906e+01 1.850791168212890625e+01 1.805379867553710938e+01 1.775114440917968750e+01 1.746952819824218750e+01 1.715104103088378906e+01 1.686013221740722656e+01 1.658375549316406250e+01 1.659547805786132812e+01 1.651496124267578125e+01 1.651454544067382812e+01 1.635861206054687500e+01 1.628704452514648438e+01 1.607062339782714844e+01 1.582845115661621094e+01 1.551600551605224609e+01 1.521573162078857422e+01 1.507208251953125000e+01 2.270825958251953125e+01 6.218254470825195312e+01 1.600002479553222656e+01 1.529859161376953125e+01 1.554157829284667969e+01 1.572937965393066406e+01 2.036950302124023438e+01 2.232384490966796875e+01 2.216706085205078125e+01 1.708509826660156250e+01 1.605468368530273438e+01 1.960586738586425781e+01 1.820874214172363281e+01 1.712076950073242188e+01 1.589765834808349609e+01 1.622152519226074219e+01 1.540115928649902344e+01 1.537310028076171875e+01 1.529195117950439453e+01 1.521791648864746094e+01 1.598789787292480469e+01 2.481888008117675781e+01 3.129109191894531250e+01 2.559080505371093750e+01 2.666566276550292969e+01 2.789034652709960938e+01
2.035799980163574219e+01 1.701552772521972656e+01 1.793476676940917969e+01 1.695953178405761719e+01 1.869021415710449219e+01 1.733482551574707031e+01 2.098712730407714844e+01 2.265584373474121094e+01 2.198359107971191406e+01 2.125882148742675781e+01 1.807880592346191406e+01 1.776853942871093750e+01 1.759634017944335938e+01 1.729107475280761719e+01 1.694562721252441406e+01 1.668522834777832031e+01 1.641207885742187500e+01 1.636742973327636719e+01 1.629065513610839844e+01 1.631010437011718750e+01 1.617440414428710938e+01 1.610488510131835938e+01 1.591138362884521484e+01 1.563174724578857422e+01 1.533664608001708984e+01 1.499328517913818359e+01 1.485533237457275391e+01 2.336501693725585938e+01 6.687094879150390625e+01 1.594896125793457031e+01 1.515512180328369141e+01 1.541819858551025391e+01 1.557083702087402344e+01 1.879247665405273438e+01 1.937447166442871094e+01 1.799013137817382812e+01 1.736698532104492188e+01 1.561293220520019531e+01 1.755591392517089844e+01 1.612051582336425781e+01 1.669725418090820312e+01 1.583320045471191406e+01 1.559842300415039062e+01 1.535559749603271484e+01 1.526453208923339844e+01 1.516895198822021484e+01 1.510017871856689453e+01 1.588514137268066406e+01 2.476675796508789062e+01 3.118029212951660156e+01 2.550292968750000000e+01 2.651973915100097656e+01 2.771438980102539062e+01
1.725866317749023438e+01 1.640413665771484375e+01 1.730251121520996094e+01 1.667954254150390625e+01 1.867541694641113281e+01 1.717487144470214844e+01 1.998644447326660156e+01 2.145905876159667969e+01 2.031309127807617188e+01 1.945768928527832031e+01 1.778169059753417969e+01 1.757877540588378906e+01 1.743246078491210938e+01 1.714169120788574219e+01 1.676082992553710938e+01 1.652421760559082031e+01 1.624475669860839844e+01 1.617623901367187500e+01 1.613097190856933594e+01 1.615361595153808594e+01 1.605060577392578125e+01 1.597147083282470703e+01 1.576943588256835938e+01 1.550009059906005859e+01 1.517896747589111328e+01 1.484301662445068359e+01 1.471092605590820312e+01 2.241336631774902344e+01 5.729073715209960938e+01 1.570366954803466797e+01 1.507102203369140625e+01 1.533786392211914062e+01 1.547750854492187500e+01 1.734395790100097656e+01 1.888649177551269531e+01 1.664818191528320312e+01 1.759386062622070312e+01 1.544285678863525391e+01 1.740942001342773438e+01 1.534786224365234375e+01 1.661115646362304688e+01 1.593299579620361328e+01 1.506599712371826172e+01 1.522006225585937500e+01 1.514749622344970703e+01 1.506681346893310547e+01 1.500907897949218750e+01 1.580418872833251953e+01 2.469685935974121094e+01 3.098567771911621094e+01 2.526745796203613281e+01 2.634960746765136719e+01 2.752163505554199219e+01
1.715673637390136719e+01 1.607883262634277344e+01 1.635266685485839844e+01 1.613098335266113281e+01 1.817015266418457031e+01 1.682749938964843750e+01 1.941237449645996094e+01 2.069177246093750000e+01 1.964523506164550781e+01 1.925641632080078125e+01 1.757435417175292969e+01 1.742830467224121094e+01 1.731525802612304688e+01 1.706341361999511719e+01 1.662466239929199219e+01 1.638735771179199219e+01 1.612433624267578125e+01 1.610587882995605469e+01 1.600897979736328125e+01 1.605522918701171875e+01 1.593101596832275391e+01 1.586292266845703125e+01 1.565945720672607422e+01 1.540624523162841797e+01 1.509461307525634766e+01 1.476379489898681641e+01 1.464592266082763672e+01 2.068098258972167969e+01 4.800231552124023438e+01 1.541434097290039062e+01 1.498998546600341797e+01 1.522561740875244141e+01 1.535651874542236328e+01 1.792280387878417969e+01 1.896166419982910156e+01 1.816122436523437500e+01 1.831587028503417969e+01 1.519794368743896484e+01 1.679201889038085938e+01 1.551142406463623047e+01 1.596943378448486328e+01 1.553982448577880859e+01 1.326212215423583984e+01 1.544291591644287109e+01 1.502270793914794922e+01 1.495287227630615234e+01 1.489861202239990234e+01 1.571134471893310547e+01 2.453388977050781250e+01 3.071797180175781250e+01 2.510894584655761719e+01 2.619310951232910156e+01 2.737317657470703125e+01
